id,spanish,english,type
w_0559,vosotros aprendo la direccion,you all learn the address,phrase
w_0560,vosotros aprendo la clave,you all learn the password,phrase
w_0561,vosotros aprendo la respuesta,you all learn the answer,phrase
w_0562,vosotros aprendo el numero,you all learn the number,phrase
w_0563,vosotros aprendo el mapa,you all learn the map,phrase
w_0564,ellos necesito ayuda,they need help,phrase
w_0565,ellos necesito agua,they need water,phrase
w_0566,ellos necesito informacion,they need information,phrase
w_0567,ellos necesito un descanso,they need a break,phrase
w_0568,ellos necesito el billete,they need the ticket,phrase
w_0569,ellos necesito la direccion,they need the address,phrase
w_0570,ellos necesito la clave,they need the password,phrase
w_0571,ellos necesito la respuesta,they need the answer,phrase
w_0572,ellos necesito el numero,they need the number,phrase
w_0573,ellos necesito el mapa,they need the map,phrase
w_0574,ellos quiero ayuda,they want help,phrase
w_0575,ellos quiero agua,they want water,phrase
w_0576,ellos quiero informacion,they want information,phrase
w_0577,ellos quiero un descanso,they want a break,phrase
w_0578,ellos quiero el billete,they want the ticket,phrase
w_0579,ellos quiero la direccion,they want the address,phrase
w_0580,ellos quiero la clave,they want the password,phrase
w_0581,ellos quiero la respuesta,they want the answer,phrase
w_0582,ellos quiero el numero,they want the number,phrase
w_0583,ellos quiero el mapa,they want the map,phrase
w_0584,ellos puedo ayuda,they can help,phrase
w_0585,ellos puedo agua,they can water,phrase
w_0586,ellos puedo informacion,they can information,phrase
w_0587,ellos puedo un descanso,they can a break,phrase
w_0588,ellos puedo el billete,they can the ticket,phrase
w_0589,ellos puedo la direccion,they can the address,phrase
w_0590,ellos puedo la clave,they can the password,phrase
w_0591,ellos puedo la respuesta,they can the answer,phrase
w_0592,ellos puedo el numero,they can the number,phrase
w_0593,ellos puedo el mapa,they can the map,phrase
w_0594,ellos debo ayuda,they must help,phrase
w_0595,ellos debo agua,they must water,phrase
w_0596,ellos debo informacion,they must information,phrase
w_0597,ellos debo un descanso,they must a break,phrase
w_0598,ellos debo el billete,they must the ticket,phrase
w_0599,ellos debo la direccion,they must the address,phrase
w_0600,ellos debo la clave,they must the password,phrase
w_0601,ellos debo la respuesta,they must the answer,phrase
w_0602,ellos debo el numero,they must the number,phrase
w_0603,ellos debo el mapa,they must the map,phrase
w_0604,ellos prefiero ayuda,they prefer help,phrase
w_0605,ellos prefiero agua,they prefer water,phrase
w_0606,ellos prefiero informacion,they prefer information,phrase
w_0607,ellos prefiero un descanso,they prefer a break,phrase
w_0608,ellos prefiero el billete,they prefer the ticket,phrase
w_0609,ellos prefiero la direccion,they prefer the address,phrase
w_0610,ellos prefiero la clave,they prefer the password,phrase
w_0611,ellos prefiero la respuesta,they prefer the answer,phrase
w_0612,ellos prefiero el numero,they prefer the number,phrase
w_0613,ellos prefiero el mapa,they prefer the map,phrase
w_0614,ellos entiendo ayuda,they understand help,phrase
w_0615,ellos entiendo agua,they understand water,phrase
w_0616,ellos entiendo informacion,they understand information,phrase
w_0617,ellos entiendo un descanso,they understand a break,phrase
w_0618,ellos entiendo el billete,they understand the ticket,phrase
w_0619,ellos entiendo la direccion,they understand the address,phrase
w_0620,ellos entiendo la clave,they understand the password,phrase
w_0621,ellos entiendo la respuesta,they understand the answer,phrase
w_0622,ellos entiendo el numero,they understand the number,phrase
w_0623,ellos entiendo el mapa,they understand the map,phrase
w_0624,ellos busco ayuda,they am looking for help,phrase
w_0625,ellos busco agua,they am looking for water,phrase
w_0626,ellos busco informacion,they am looking for information,phrase
w_0627,ellos busco un descanso,they am looking for a break,phrase
w_0628,ellos busco el billete,they am looking for the ticket,phrase
w_0629,ellos busco la direccion,they am looking for the address,phrase
w_0630,ellos busco la clave,they am looking for the password,phrase
w_0631,ellos busco la respuesta,they am looking for the answer,phrase
w_0632,ellos busco el numero,they am looking for the number,phrase
w_0633,ellos busco el mapa,they am looking for the map,phrase
w_0634,ellos recuerdo ayuda,they remember help,phrase
w_0635,ellos recuerdo agua,they remember water,phrase
w_0636,ellos recuerdo informacion,they remember information,phrase
w_0637,ellos recuerdo un descanso,they remember a break,phrase
w_0638,ellos recuerdo el billete,they remember the ticket,phrase
w_0639,ellos recuerdo la direccion,they remember the address,phrase
w_0640,ellos recuerdo la clave,they remember the password,phrase
w_0641,ellos recuerdo la respuesta,they remember the answer,phrase
w_0642,ellos recuerdo el numero,they remember the number,phrase
w_0643,ellos recuerdo el mapa,they remember the map,phrase
w_0644,ellos olvido ayuda,they forget help,phrase
w_0645,ellos olvido agua,they forget water,phrase
w_0646,ellos olvido informacion,they forget information,phrase
w_0647,ellos olvido un descanso,they forget a break,phrase
w_0648,ellos olvido el billete,they forget the ticket,phrase
w_0649,ellos olvido la direccion,they forget the address,phrase
w_0650,ellos olvido la clave,they forget the password,phrase
w_0651,ellos olvido la respuesta,they forget the answer,phrase
w_0652,ellos olvido el numero,they forget the number,phrase
w_0653,ellos olvido el mapa,they forget the map,phrase
w_0654,ellos aprendo ayuda,they learn help,phrase
w_0655,ellos aprendo agua,they learn water,phrase
w_0656,ellos aprendo informacion,they learn information,phrase
w_0657,ellos aprendo un descanso,they learn a break,phrase
w_0658,ellos aprendo el billete,they learn the ticket,phrase
w_0659,ellos aprendo la direccion,they learn the address,phrase
w_0660,ellos aprendo la clave,they learn the password,phrase
w_0661,ellos aprendo la respuesta,they learn the answer,phrase
w_0662,ellos aprendo el numero,they learn the number,phrase
w_0663,ellos aprendo el mapa,they learn the map,phrase
